song,performer,week_id,week_position,previous_week_position,peak_position,weeks_on_chart,year
Stuck With U,Ariana Grande & Justin Bieber,2020-05-23,1,,1,1,2020
Rain On Me,Lady Gaga & Ariana Grande,2020-06-06,1,,1,1,2020
Cardigan,Taylor Swift,2020-08-08,1,,1,1,2020
Positions,Ariana Grande,2020-11-07,1,,1,1,2020
Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,2021-04-03,1,,1,1,2021
Rapstar,Polo G,2021-04-24,1,,1,1,2021
Come & Go,Juice WRLD x Marshmello,2020-07-25,2,,2,1,2020
Popstar,DJ Khaled Featuring Drake,2020-08-01,3,,3,1,2020
Calling My Phone,Lil Tjay Featuring 6LACK,2021-02-27,3,,3,1,2021
ON,BTS,2020-03-07,4,,4,1,2020
Stupid Love,Lady Gaga,2020-03-14,5,,5,1,2020
amari,J. Cole,2021-05-29,5,,5,1,2021
Anyone,Justin Bieber,2021-01-16,6,,6,1,2021
pride.is.the.devil,J. Cole & Lil Baby,2021-05-29,7,,7,1,2021
Deja Vu,Olivia Rodrigo,2021-04-17,8,,8,1,2021
95.south,J. Cole,2021-05-29,8,,8,1,2021
Rockstar,DaBaby Featuring Roddy Ricch,2020-05-02,9,,9,1,2020
Dakiti,Bad Bunny & Jhay Cortez,2020-11-14,9,,9,1,2020
Astronaut In The Ocean,Masked Wolf,2021-02-27,68,,68,1,2021
Roses,SAINt JHN,2020-04-04,55,,55,1,2020
Come & Go,Juice WRLD x Marshmello,2020-09-12,19,19.0,2,8,2020
Blinding Lights,The Weeknd,2020-02-01,21,32.0,11,8,2020
Dynamite,BTS,2020-09-05,1,,1,1,2020
Franchise,Travis Scott Featuring Young Thug & M.I.A.,2020-10-10,1,,1,1,2020
Life Goes On,BTS,2020-12-05,1,,1,1,2020
Drivers License,Olivia Rodrigo,2021-01-23,1,,1,1,2021
Montero (Call Me By Your Name),Lil Nas X,2021-04-10,1,,1,1,2021
Good 4 U,Olivia Rodrigo,2021-05-29,1,,1,1,2021
Life Is Good,Future Featuring Drake,2020-01-25,2,,2,1,2020
Laugh Now Cry Later,Drake Featuring Lil Durk,2020-08-29,2,,2,1,2020
Forever After All,Luke Combs,2020-11-07,2,,2,1,2020
my.life,"J. Cole, 21 Savage & Morray",2021-05-29,2,,2,1,2021
Godzilla,Eminem Featuring Juice WRLD,2020-02-01,3,,3,1,2020
Gooba,6ix9ine,2020-05-23,3,,3,1,2020
Holy,Justin Bieber Featuring Chance The Rapper,2020-10-03,3,,3,1,2020
Lemon Pepper Freestyle,Drake Featuring Rick Ross,2021-03-20,3,,3,1,2021
Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),2021-03-20,4,,4,1,2021
Rain On Me,Lady Gaga & Ariana Grande,2020-07-25,28,16.0,1,8,2020
Circles,Mac Miller,2020-02-01,48,,48,1,2020
Kiss Me More,Doja Cat Featuring SZA,2021-04-24,7,,7,1,2021
interlude,J. Cole,2021-05-22,8,,8,1,2021
Love Story (Taylor's Version),Taylor Swift,2021-02-27,11,,11,1,2021
Miss The Rage,Trippie Redd & Playboi Carti,2021-05-22,11,,11,1,2021
Good Days,SZA,2021-01-09,38,,38,1,2021
Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,2020-06-27,81,,81,1,2020
Rockin' Around The Christmas Tree,Justin Bieber,2020-12-12,83,,83,1,2020
Anyone,Justin Bieber,2021-03-06,33,28.0,6,8,2021
Say So,Doja Cat Featuring Nicki Minaj,2020-03-07,33,51.0,33,8,2020
Stuck With U,Ariana Grande & Justin Bieber,2020-07-11,34,28.0,1,8,2020
34+35,Ariana Grande Feat. Doja Cat & Megan Thee Stallion,2021-01-02,40,35.0,8,8,2021
Circles,Megan Thee Stallion,2020-12-05,94,,94,1,2020
Say So,Doja Cat Featuring Nicki Minaj,2020-01-18,95,,95,1,2020
Save Your Tears,The Weeknd & Ariana Grande,2021-01-09,95,,95,1,2021
I Hope,Gabby Barrett Featuring Charlie Puth,2020-01-11,74,,74,1,2020
Savage,Megan Thee Stallion,2020-03-28,98,,98,1,2020
Rapstar,Polo G,2021-05-01,1,1.0,1,2,2021
Positions,Ariana Grande,2020-11-14,2,1.0,1,2,2020
Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,2021-04-10,2,1.0,1,2,2021
Rain On Me,Lady Gaga & Ariana Grande,2020-06-13,5,1.0,1,2,2020
The 1,Taylor Swift,2020-08-08,4,,4,1,2020
The 1,Taylor Swift,2020-08-15,23,4.0,4,2,2020
The 1,Taylor Swift,2020-08-22,50,23.0,4,3,2020
The 1,Taylor Swift,2020-08-29,67,50.0,4,4,2020
The 1,Taylor Swift,2020-09-05,85,67.0,4,5,2020
The 1,Taylor Swift,2020-09-12,92,85.0,4,6,2020
Stupid Love,Lady Gaga,2020-05-02,46,33.0,5,8,2020
Cardigan,Taylor Swift,2020-09-26,52,52.0,1,8,2020
Cardigan,Don Toliver,2020-03-28,90,,90,1,2020
Say So,Doja Cat Featuring Nicki Minaj,2020-01-25,77,95.0,77,2,2020
Roses,SAINt JHN,2020-04-11,39,55.0,39,2,2020
Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,2020-07-04,43,81.0,43,2,2020
Save Your Tears,The Weeknd & Ariana Grande,2021-01-16,46,95.0,46,2,2021
Cardigan,Taylor Swift,2020-08-15,8,1.0,1,2,2020
Calling My Phone,Lil Tjay Featuring 6LACK,2021-03-06,8,3.0,3,2,2021
Dakiti,Bad Bunny & Jhay Cortez,2020-11-21,8,9.0,8,2,2020
Come & Go,Juice WRLD x Marshmello,2020-08-01,9,2.0,2,2,2020
Stuck With U,Ariana Grande & Justin Bieber,2020-05-30,13,1.0,1,2,2020
Popstar,DJ Khaled Featuring Drake,2020-08-08,14,3.0,3,2,2020
Rockstar,DaBaby Featuring Roddy Ricch,2020-05-09,14,9.0,9,2,2020
Deja Vu,Olivia Rodrigo,2021-04-24,15,8.0,8,2,2021
Savage,Megan Thee Stallion,2020-04-04,20,98.0,20,2,2020
Anyone,Justin Bieber,2021-01-23,22,6.0,6,2,2021
Stupid Love,Lady Gaga,2020-03-21,30,5.0,5,2,2020
Positions,Ariana Grande,2020-11-21,2,2.0,1,3,2020
Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,2021-04-17,3,2.0,1,3,2021
Rapstar,Polo G,2021-05-08,4,1.0,1,3,2021
Calling My Phone,Lil Tjay Featuring 6LACK,2021-03-13,8,8.0,3,3,2021
Dakiti,Bad Bunny & Jhay Cortez,2020-11-28,9,8.0,8,3,2020
Rockstar,DaBaby Featuring Roddy Ricch,2020-05-16,9,14.0,9,3,2020
Rain On Me,Lady Gaga & Ariana Grande,2020-06-20,10,5.0,1,3,2020
Deja Vu,Olivia Rodrigo,2021-05-01,11,15.0,8,3,2021
Stuck With U,Ariana Grande & Justin Bieber,2020-06-06,15,13.0,1,3,2020
Come & Go,Juice WRLD x Marshmello,2020-08-08,17,9.0,2,3,2020
Popstar,DJ Khaled Featuring Drake,2020-08-15,18,14.0,3,3,2020
Savage,Megan Thee Stallion,2020-04-11,18,20.0,18,3,2020
Save Your Tears,The Weeknd & Ariana Grande,2021-01-23,21,46.0,21,3,2021
Cardigan,Taylor Swift,2020-08-22,24,8.0,1,3,2020
The Bigger Picture,Lil Baby,2020-06-27,3,,3,1,2020
The Bigger Picture,Lil Baby,2020-07-04,7,3.0,3,2,2020
The Bigger Picture,Lil Baby,2020-07-11,14,7.0,3,3,2020
The Bigger Picture,Lil Baby,2020-07-18,20,14.0,3,4,2020
The Bigger Picture,Lil Baby,2020-07-25,43,20.0,3,5,2020
The Bigger Picture,Lil Baby,2020-08-01,37,43.0,3,6,2020
The Bigger Picture,Lil Baby,2020-08-08,50,37.0,3,7,2020
The Bigger Picture,Lil Baby,2020-08-15,42,50.0,3,8,2020
The Bigger Picture,Lil Baby,2020-08-22,46,42.0,3,9,2020
The Bigger Picture,Lil Baby,2020-08-29,51,46.0,3,10,2020
The Bigger Picture,Lil Baby,2020-09-05,54,51.0,3,11,2020
The Bigger Picture,Lil Baby,2020-09-12,52,54.0,3,12,2020
The Bigger Picture,Lil Baby,2020-09-19,58,52.0,3,13,2020
The Bigger Picture,Lil Baby,2020-09-26,71,58.0,3,14,2020
The Bigger Picture,Lil Baby,2020-10-03,69,71.0,3,15,2020
The Bigger Picture,Lil Baby,2020-10-10,72,69.0,3,16,2020
The Bigger Picture,Lil Baby,2020-10-17,89,72.0,3,17,2020
The Bigger Picture,Lil Baby,2020-10-24,68,89.0,3,18,2020
The Bigger Picture,Lil Baby,2020-10-31,72,68.0,3,19,2020
The Bigger Picture,Lil Baby,2020-11-07,82,72.0,3,20,2020
The Box,Roddy Ricch,2020-01-04,13,18.0,13,3,2020
The Box,Roddy Ricch,2020-01-11,3,13.0,3,4,2020
The Box,Roddy Ricch,2020-01-18,1,3.0,1,5,2020
The Box,Roddy Ricch,2020-01-25,1,1.0,1,6,2020
The Box,Roddy Ricch,2020-02-01,1,1.0,1,7,2020
The Box,Roddy Ricch,2020-02-08,1,1.0,1,8,2020
The Box,Roddy Ricch,2020-02-15,1,1.0,1,9,2020
The Box,Roddy Ricch,2020-02-22,1,1.0,1,10,2020
The Box,Roddy Ricch,2020-02-29,1,1.0,1,11,2020
The Box,Roddy Ricch,2020-03-07,1,1.0,1,12,2020
The Box,Roddy Ricch,2020-03-14,1,1.0,1,13,2020
The Box,Roddy Ricch,2020-03-21,1,1.0,1,14,2020
The Box,Roddy Ricch,2020-03-28,1,1.0,1,15,2020
The Box,Roddy Ricch,2020-04-04,2,1.0,1,16,2020
The Box,Roddy Ricch,2020-04-11,2,2.0,1,17,2020
The Box,Roddy Ricch,2020-04-18,3,2.0,1,18,2020
The Box,Roddy Ricch,2020-04-25,3,3.0,1,19,2020
The Box,Roddy Ricch,2020-05-02,3,3.0,1,20,2020
The Box,Roddy Ricch,2020-05-09,5,3.0,1,21,2020
The Box,Roddy Ricch,2020-05-16,5,5.0,1,22,2020
The Box,Roddy Ricch,2020-05-23,7,5.0,1,23,2020
The Box,Roddy Ricch,2020-05-30,7,7.0,1,24,2020
The Box,Roddy Ricch,2020-06-06,8,7.0,1,25,2020
The Box,Roddy Ricch,2020-06-13,9,8.0,1,26,2020
The Box,Roddy Ricch,2020-06-20,9,9.0,1,27,2020
The Box,Roddy Ricch,2020-06-27,10,9.0,1,28,2020
The Box,Roddy Ricch,2020-07-04,15,10.0,1,29,2020
The Box,Roddy Ricch,2020-07-11,16,15.0,1,30,2020
The Box,Roddy Ricch,2020-07-18,21,16.0,1,31,2020
The Box,Roddy Ricch,2020-07-25,40,21.0,1,32,2020
The Box,Roddy Ricch,2020-08-01,34,40.0,1,33,2020
The Box,Roddy Ricch,2020-08-08,45,34.0,1,34,2020
The Box,Roddy Ricch,2020-08-15,37,45.0,1,35,2020
The Box,Roddy Ricch,2020-08-22,42,37.0,1,36,2020
The Box,Roddy Ricch,2020-08-29,47,42.0,1,37,2020
The Box,Roddy Ricch,2020-09-05,48,47.0,1,38,2020
The Christmas Song (Merry Christmas To You),Nat King Cole,2021-01-02,11,15.0,11,25,2021
The Christmas Song (Merry Christmas To You),Nat King Cole,2021-01-09,44,11.0,11,26,2021
Rockin' Around The Christmas Tree,Justin Bieber,2020-12-26,87,71.0,71,3,2020
Say So,Doja Cat Featuring Nicki Minaj,2020-02-01,92,77.0,77,3,2020
Positions,Ariana Grande,2020-11-28,3,2.0,1,4,2020
Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,2021-04-24,4,3.0,1,4,2021
Rapstar,Polo G,2021-05-15,6,4.0,1,4,2021
Rockstar,DaBaby Featuring Roddy Ricch,2020-05-23,8,9.0,8,4,2020
Rain On Me,Lady Gaga & Ariana Grande,2020-06-27,9,10.0,1,4,2020
Deja Vu,Olivia Rodrigo,2021-05-08,12,11.0,8,4,2021
Mood,24kGoldn Featuring iann dior,2020-08-22,84,,84,1,2020
Rockstar,DaBaby Featuring Roddy Ricch,2020-06-27,2,1.0,1,9,2020
Savage,Megan Thee Stallion,2020-05-23,5,2.0,2,9,2020
Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,2021-05-29,6,3.0,1,9,2021
Save Your Tears,The Weeknd & Ariana Grande,2021-03-06,6,6.0,4,9,2021
Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,2020-08-22,7,7.0,7,9,2020
Astronaut In The Ocean,Masked Wolf,2021-04-24,10,10.0,10,9,2021
Popstar,DJ Khaled Featuring Drake,2020-09-26,12,10.0,3,9,2020
Calling My Phone,Lil Tjay Featuring 6LACK,2021-04-24,13,11.0,3,9,2021
Positions,Ariana Grande,2021-01-02,14,8.0,1,9,2021
Rain On Me,Lady Gaga & Ariana Grande,2020-08-01,14,28.0,1,9,2020
Roses,SAINt JHN,2020-05-30,15,16.0,15,9,2020
Say So,Doja Cat Featuring Nicki Minaj,2020-03-14,16,33.0,16,9,2020
Blinding Lights,The Weeknd,2020-02-08,18,21.0,11,9,2020
Come & Go,Juice WRLD x Marshmello,2020-09-19,19,19.0,2,9,2020
34+35,Ariana Grande Feat. Doja Cat & Megan Thee Stallion,2021-01-09,19,40.0,8,9,2021
Anyone,Justin Bieber,2021-03-13,31,33.0,6,9,2021
Stuck With U,Ariana Grande & Justin Bieber,2020-07-18,45,34.0,1,9,2020
Cardigan,Taylor Swift,2020-10-03,49,52.0,1,9,2020
Stupid Love,Lady Gaga,2020-05-09,61,46.0,5,9,2020
Blinding Lights,The Weeknd,2020-01-04,72,63.0,11,4,2020
Say So,Doja Cat Featuring Nicki Minaj,2020-02-08,73,92.0,73,4,2020
The Scotts,"THE SCOTTS, Travis Scott & Kid Cudi",2020-05-09,1,,1,1,2020
The Scotts,"THE SCOTTS, Travis Scott & Kid Cudi",2020-05-16,12,1.0,1,2,2020
The Scotts,"THE SCOTTS, Travis Scott & Kid Cudi",2020-05-23,15,12.0,1,3,2020
The Scotts,"THE SCOTTS, Travis Scott & Kid Cudi",2020-05-30,16,15.0,1,4,2020
The Scotts,"THE SCOTTS, Travis Scott & Kid Cudi",2020-06-06,17,16.0,1,5,2020
The Scotts,"THE SCOTTS, Travis Scott & Kid Cudi",2020-06-13,22,17.0,1,6,2020
The Scotts,"THE SCOTTS, Travis Scott & Kid Cudi",2020-06-20,25,22.0,1,7,2020
The Scotts,"THE SCOTTS, Travis Scott & Kid Cudi",2020-06-27,32,25.0,1,8,2020
The Scotts,"THE SCOTTS, Travis Scott & Kid Cudi",2020-07-04,35,32.0,1,9,2020
The Scotts,"THE SCOTTS, Travis Scott & Kid Cudi",2020-07-11,38,35.0,1,10,2020
The Scotts,"THE SCOTTS, Travis Scott & Kid Cudi",2020-07-18,53,38.0,1,11,2020
The Scotts,"THE SCOTTS, Travis Scott & Kid Cudi",2020-07-25,69,53.0,1,12,2020
The Scotts,"THE SCOTTS, Travis Scott & Kid Cudi",2020-08-01,74,69.0,1,13,2020
Astronaut In The Ocean,Masked Wolf,2021-03-06,62,68.0,62,2,2021
ON,BTS,2020-03-14,68,4.0,4,2,2020
Rockin' Around The Christmas Tree,Justin Bieber,2020-12-19,71,83.0,71,2,2020
Blinding Lights,The Weeknd,2020-01-11,59,72.0,11,5,2020
Say So,Doja Cat Featuring Nicki Minaj,2020-02-15,67,73.0,67,5,2020
Stupid Love,Lady Gaga,2020-03-28,25,30.0,5,3,2020
Anyone,Justin Bieber,2021-01-30,26,22.0,6,3,2021
Roses,SAINt JHN,2020-04-18,30,39.0,30,3,2020
Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,2020-07-11,31,43.0,31,3,2020
Astronaut In The Ocean,Masked Wolf,2021-03-13,49,62.0,49,3,2021
Save Your Tears,The Weeknd & Ariana Grande,2021-02-13,8,14.0,8,6,2021
Rain On Me,Lady Gaga & Ariana Grande,2020-07-11,12,11.0,1,6,2020
Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,2020-08-01,12,19.0,12,6,2020
Calling My Phone,Lil Tjay Featuring 6LACK,2021-04-03,14,13.0,3,6,2021
Savage,Megan Thee Stallion,2020-05-02,14,14.0,14,6,2020
Rapstar,Polo G,2021-05-29,15,7.0,1,6,2021
Dakiti,Bad Bunny & Jhay Cortez,2020-12-19,17,5.0,5,6,2020
Deja Vu,Olivia Rodrigo,2021-05-22,17,15.0,8,6,2021
Astronaut In The Ocean,Masked Wolf,2021-04-03,17,25.0,17,6,2021
Come & Go,Juice WRLD x Marshmello,2020-08-29,18,18.0,2,6,2020
Popstar,DJ Khaled Featuring Drake,2020-09-05,21,21.0,3,6,2020
Roses,SAINt JHN,2020-05-09,23,22.0,22,6,2020
Stuck With U,Ariana Grande & Justin Bieber,2020-06-27,26,20.0,1,6,2020
Stupid Love,Lady Gaga,2020-04-18,32,27.0,5,6,2020
Anyone,Justin Bieber,2021-02-20,34,28.0,6,6,2021
Blinding Lights,The Weeknd,2020-01-18,39,59.0,11,6,2020
Therefore I Am,Billie Eilish,2020-11-21,94,,94,1,2020
Therefore I Am,Billie Eilish,2020-11-28,2,94.0,2,2,2020
Therefore I Am,Billie Eilish,2020-12-05,11,2.0,2,3,2020
Therefore I Am,Billie Eilish,2020-12-12,20,11.0,2,4,2020
Therefore I Am,Billie Eilish,2020-12-19,23,20.0,2,5,2020
Therefore I Am,Billie Eilish,2020-12-26,36,23.0,2,6,2020
Trollz,6ix9ine & Nicki Minaj,2020-06-27,1,,1,1,2020
Trollz,6ix9ine & Nicki Minaj,2020-07-04,34,1.0,1,2,2020
Trollz,6ix9ine & Nicki Minaj,2020-07-11,54,34.0,1,3,2020
Trollz,6ix9ine & Nicki Minaj,2020-07-18,83,54.0,1,4,2020
Rockstar,DaBaby Featuring Roddy Ricch,2020-07-04,1,2.0,1,10,2020
Savage,Megan Thee Stallion,2020-05-30,1,5.0,1,10,2020
Positions,Ariana Grande,2021-01-09,2,14.0,1,10,2021
Save Your Tears,The Weeknd & Ariana Grande,2021-03-13,6,6.0,4,10,2021
Astronaut In The Ocean,Masked Wolf,2021-05-01,7,10.0,7,10,2021
Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,2020-08-29,9,7.0,7,10,2020
34+35,Ariana Grande Feat. Doja Cat & Megan Thee Stallion,2021-01-16,13,19.0,8,10,2021
Popstar,DJ Khaled Featuring Drake,2020-10-03,14,12.0,3,10,2020
Roses,SAINt JHN,2020-06-06,14,15.0,14,10,2020
Blinding Lights,The Weeknd,2020-02-15,15,18.0,11,10,2020
Calling My Phone,Lil Tjay Featuring 6LACK,2021-05-01,16,13.0,3,10,2021
Come & Go,Juice WRLD x Marshmello,2020-09-26,17,19.0,2,10,2020
Say So,Doja Cat Featuring Nicki Minaj,2020-03-21,19,16.0,16,10,2020
Rain On Me,Lady Gaga & Ariana Grande,2020-08-08,29,14.0,1,10,2020
Anyone,Justin Bieber,2021-03-20,38,31.0,6,10,2021
Cardigan,Taylor Swift,2020-10-10,53,49.0,1,10,2020
Stuck With U,Ariana Grande & Justin Bieber,2020-07-25,66,45.0,1,10,2020
Rockstar,DaBaby Featuring Roddy Ricch,2020-07-11,1,1.0,1,11,2020
Savage,Megan Thee Stallion,2020-06-06,2,1.0,1,11,2020
Positions,Ariana Grande,2021-01-16,2,2.0,1,11,2021
Save Your Tears,The Weeknd & Ariana Grande,2021-03-20,7,6.0,4,11,2021
Astronaut In The Ocean,Masked Wolf,2021-05-08,8,7.0,7,11,2021
Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,2020-09-05,9,9.0,7,11,2020
Roses,SAINt JHN,2020-06-13,10,14.0,10,11,2020
34+35,Ariana Grande Feat. Doja Cat & Megan Thee Stallion,2021-01-23,11,13.0,8,11,2021
Blinding Lights,The Weeknd,2020-02-22,12,15.0,11,11,2020
Calling My Phone,Lil Tjay Featuring 6LACK,2021-05-08,14,16.0,3,11,2021
Say So,Doja Cat Featuring Nicki Minaj,2020-03-28,14,19.0,14,11,2020
Come & Go,Juice WRLD x Marshmello,2020-10-03,19,17.0,2,11,2020
Popstar,DJ Khaled Featuring Drake,2020-10-10,21,14.0,3,11,2020
Rain On Me,Lady Gaga & Ariana Grande,2020-08-15,35,29.0,1,11,2020
Anyone,Justin Bieber,2021-03-27,37,38.0,6,11,2021
Stuck With U,Ariana Grande & Justin Bieber,2020-08-01,58,66.0,1,11,2020
Dynamite,BTS,2020-09-12,1,1.0,1,2,2020
Drivers License,Olivia Rodrigo,2021-01-30,1,1.0,1,2,2021
Montero (Call Me By Your Name),Lil Nas X,2021-04-17,2,1.0,1,2,2021
Life Is Good,Future Featuring Drake,2020-02-01,2,2.0,2,2,2020
Leave The Door Open,Silk Sonic (Bruno Mars & Anderson .Paak),2021-03-27,2,4.0,2,2,2021
Laugh Now Cry Later,Drake Featuring Lil Durk,2020-09-05,3,2.0,2,2,2020
Kiss Me More,Doja Cat Featuring SZA,2021-05-01,8,7.0,7,2,2021
Gooba,6ix9ine,2020-05-30,11,3.0,3,2,2020
Godzilla,Eminem Featuring Juice WRLD,2020-02-08,12,3.0,3,2,2020
Holy,Justin Bieber Featuring Chance The Rapper,2020-10-10,12,3.0,3,2,2020
interlude,J. Cole,2021-05-29,17,8.0,8,2,2021
Forever After All,Luke Combs,2020-11-14,18,2.0,2,2,2020
Good Days,SZA,2021-01-16,23,38.0,23,2,2021
Franchise,Travis Scott Featuring Young Thug & M.I.A.,2020-10-17,25,1.0,1,2,2020
Mood,24kGoldn Featuring iann dior,2020-08-29,26,84.0,26,2,2020
Life Goes On,BTS,2020-12-12,28,1.0,1,2,2020
Lemon Pepper Freestyle,Drake Featuring Rick Ross,2021-03-27,31,3.0,3,2,2021
Miss The Rage,Trippie Redd & Playboi Carti,2021-05-29,50,11.0,11,2,2021
I Hope,Gabby Barrett Featuring Charlie Puth,2020-01-18,65,74.0,65,2,2020
Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,2021-05-01,3,4.0,1,5,2021
Positions,Ariana Grande,2020-12-05,4,3.0,1,5,2020
Rockstar,DaBaby Featuring Roddy Ricch,2020-05-30,4,8.0,4,5,2020
Dakiti,Bad Bunny & Jhay Cortez,2020-12-12,5,15.0,5,5,2020
Rapstar,Polo G,2021-05-22,7,6.0,1,5,2021
Rain On Me,Lady Gaga & Ariana Grande,2020-07-04,11,9.0,1,5,2020
Calling My Phone,Lil Tjay Featuring 6LACK,2021-03-27,13,14.0,3,5,2021
Savage,Megan Thee Stallion,2020-04-25,14,14.0,14,5,2020
Save Your Tears,The Weeknd & Ariana Grande,2021-02-06,14,20.0,14,5,2021
Deja Vu,Olivia Rodrigo,2021-05-15,15,12.0,8,5,2021
Come & Go,Juice WRLD x Marshmello,2020-08-22,18,17.0,2,5,2020
Savage Love (Laxed - Siren Beat),Jawsh 685 x Jason Derulo,2020-07-25,19,29.0,19,5,2020
Stuck With U,Ariana Grande & Justin Bieber,2020-06-20,20,17.0,1,5,2020
Popstar,DJ Khaled Featuring Drake,2020-08-29,21,23.0,3,5,2020
Roses,SAINt JHN,2020-05-02,22,26.0,22,5,2020
Astronaut In The Ocean,Masked Wolf,2021-03-27,25,37.0,25,5,2021
Stupid Love,Lady Gaga,2020-04-11,27,27.0,5,5,2020
Anyone,Justin Bieber,2021-02-13,28,26.0,6,5,2021
Cardigan,Taylor Swift,2020-09-05,36,33.0,1,5,2020
Say So,Doja Cat Featuring Nicki Minaj,2020-02-22,58,67.0,58,6,2020
Rockstar,DaBaby Featuring Roddy Ricch,2020-06-13,1,3.0,1,7,2020
Peaches,Justin Bieber Featuring Daniel Caesar & Giveon,2021-05-15,3,3.0,1,7,2021
Positions,Ariana Grande,2020-12-19,4,3.0,1,7,2020
Save Your Tears,The Weeknd & Ariana Grande,2021-02-20,4,8.0,4,7,2021
Savage,Megan Thee Stallion,2020-05-09,4,14.0,4,7,2020
Toosie Slide,Drake,2020-04-18,1,,1,1,2020
Toosie Slide,Drake,2020-04-25,2,1.0,1,2,2020
Toosie Slide,Drake,2020-05-02,2,2.0,1,3,2020
Toosie Slide,Drake,2020-05-09,3,2.0,1,4,2020
Toosie Slide,Drake,2020-05-16,4,3.0,1,5,2020
Toosie Slide,Drake,2020-05-23,6,4.0,1,6,2020
Toosie Slide,Drake,2020-05-30,5,6.0,1,7,2020
Toosie Slide,Drake,2020-06-06,6,5.0,1,8,2020
Toosie Slide,Drake,2020-06-13,6,6.0,1,9,2020
Toosie Slide,Drake,2020-06-20,6,6.0,1,10,2020
Toosie Slide,Drake,2020-06-27,12,6.0,1,11,2020
Toosie Slide,Drake,2020-07-04,20,12.0,1,12,2020
Toosie Slide,Drake,2020-07-11,26,20.0,1,13,2020
Toosie Slide,Drake,2020-07-18,38,26.0,1,14,2020
Toosie Slide,Drake,2020-07-25,54,38.0,1,15,2020
Toosie Slide,Drake,2020-08-01,45,54.0,1,16,2020
Toosie Slide,Drake,2020-08-08,75,45.0,1,17,2020
Toosie Slide,Drake,2020-08-15,64,75.0,1,18,2020
Toosie Slide,Drake,2020-08-22,68,64.0,1,19,2020
Toosie Slide,Drake,2020-08-29,72,68.0,1,20,2020
Wants And Needs,Drake Featuring Lil Baby,2021-03-20,2,,2,1,2021
Wants And Needs,Drake Featuring Lil Baby,2021-03-27,10,2.0,2,2,2021
Wants And Needs,Drake Featuring Lil Baby,2021-04-03,19,10.0,2,3,2021
Wants And Needs,Drake Featuring Lil Baby,2021-04-10,34,19.0,2,4,2021
Wants And Needs,Drake Featuring Lil Baby,2021-04-17,38,34.0,2,5,2021
Wants And Needs,Drake Featuring Lil Baby,2021-04-24,47,38.0,2,6,2021
Wants And Needs,Drake Featuring Lil Baby,2021-05-01,36,47.0,2,7,2021
Wants And Needs,Drake Featuring Lil Baby,2021-05-08,39,36.0,2,8,2021
Wants And Needs,Drake Featuring Lil Baby,2021-05-15,42,39.0,2,9,2021
Wants And Needs,Drake Featuring Lil Baby,2021-05-22,38,42.0,2,10,2021
Wants And Needs,Drake Featuring Lil Baby,2021-05-29,49,38.0,2,11,2021
WAP,Cardi B Featuring Megan Thee Stallion,2020-08-22,1,,1,1,2020
WAP,Cardi B Featuring Megan Thee Stallion,2020-08-29,1,1.0,1,2,2020
WAP,Cardi B Featuring Megan Thee Stallion,2020-09-05,2,1.0,1,3,2020
WAP,Cardi B Featuring Megan Thee Stallion,2020-09-12,2,2.0,1,4,2020
WAP,Cardi B Featuring Megan Thee Stallion,2020-09-19,1,2.0,1,5,2020
WAP,Cardi B Featuring Megan Thee Stallion,2020-09-26,1,1.0,1,6,2020
WAP,Cardi B Featuring Megan Thee Stallion,2020-10-03,2,1.0,1,7,2020
WAP,Cardi B Featuring Megan Thee Stallion,2020-10-10,3,2.0,1,8,2020
WAP,Cardi B Featuring Megan Thee Stallion,2020-10-17,3,3.0,1,9,2020
WAP,Cardi B Featuring Megan Thee Stallion,2020-10-24,2,3.0,1,10,2020
WAP,Cardi B Featuring Megan Thee Stallion,2020-10-31,2,2.0,1,11,2020
WAP,Cardi B Featuring Megan Thee Stallion,2020-11-07,7,2.0,1,12,2020
WAP,Cardi B Featuring Megan Thee Stallion,2020-11-14,10,7.0,1,13,2020
WAP,Cardi B Featuring Megan Thee Stallion,2020-11-21,11,10.0,1,14,2020
WAP,Cardi B Featuring Megan Thee Stallion,2020-11-28,16,11.0,1,15,2020
WAP,Cardi B Featuring Megan Thee Stallion,2020-12-05,23,16.0,1,16,2020
WAP,Cardi B Featuring Megan Thee Stallion,2020-12-12,33,23.0,1,17,2020
WAP,Cardi B Featuring Megan Thee Stallion,2020-12-19,43,33.0,1,18,2020
WAP,Cardi B Featuring Megan Thee Stallion,2020-12-26,55,43.0,1,19,2020
Wasted On You,Morgan Wallen,2021-01-23,9,,9,1,2021
